oznaka,naziv,naselje,opcina,zupanija,klasifikacija,status,vrijeme_nastanka
Z-4568,Crkva Gospe od Anđela,Trogir,TROGIR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 17. st.
Z-3491,Crkva i samostan sv. Dominika,Trogir,TROGIR,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,14. st. do 18. st.
Z-3492,Crkva i samostan sv. Križa,Arbanija,TROGIR,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1432. god.
Z-3490,Crkva i samostan sv. Nikole,Trogir,TROGIR,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,11. st. do 18. st.
Z-4902,Crkva sv. Andrije,Trogir,TROGIR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,7. st. do 16. st.
Z-3685,Crkva sv. Eustahija,Plano,TROGIR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1348. god.
Z-4901,Crkva sv. Jerolima,Trogir,TROGIR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1646. god.
"RST-247, rj.br.: 35/121-1964",Crkva sv. Jerolima,Trogir,TROGIR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-4314,Crkva sv. Jurja sa župnim kućama,Drvenik Veliki,TROGIR,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,16. st. do 19. st.
Z-4562,Crkva sv. Lazara (Josipa),Trogir,TROGIR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 17. st.
Z-6606,Crkva sv. Nikole na Čiovu,Trogir,TROGIR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1594. god.
Z-4307,Crkva sv. Petra,Trogir,TROGIR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-3878,Franjevački samostan sv. Ante na Dridu,Trogir,TROGIR,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,15. st. do 17. st.
Z-4312,Grobljanska kapela,Trogir,TROGIR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,13. st. do 17. st.
Z-4444,Ruševine crkve sv. Stjepana,Trogir,TROGIR,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,13. st.
Z-5095,Crkva Male Gospe i groblje,Tučepi,TUČEPI,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-5312,Crkva sv. Jurja s arheološkim nalazištem,Tučepi,TUČEPI,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 14. st.
Z-4883,Crkva sv. Mihovila,Tučepi,TUČEPI,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-5370,Crkva sv. Ciprijana i Justine,Vis,VIS,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-5614,Crkva sv. Marije,Vis,VIS,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 20. st.
Z-7243,Franjevački samostan sv. Jerolima,Vis,VIS,Splitsko-dalmatinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,16. st.
Z-3998,Crkva Porođenja Blažene Djevice Marije,Zavojane,VRGORAC,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-2802,Crkva Svih Svetih i srednjovjekovno groblje sa stećcima,Kljenak,VRGORAC,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-2803,Crkva sv. Ivana i srednjovjekovno groblje sa stećcima,Stilja,VRGORAC,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 18. st.
Z-5487,Crkva sv. Petra,Dusina,VRGORAC,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 18. st.
Z-5533,Crkva sv. Stjepana i arheološko nalazište,Rašćane,VRGORAC,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 20. st.
Z-3844,Crkva Svih Svetih,Zagvozd,ZAGVOZD,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-3847,Crkva Velike Gospe,Zagvozd,ZAGVOZD,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-3845,Crkva sv. Stipana,Rastovac,ZAGVOZD,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1863. god.
Z-6931,Crkva sv. Marije u Borima,Gornje Selo,ŠOLTA,Splitsko-dalmatinska,sakralna graditeljska baština,zaštićeno kulturno dobro,6. st. do 19. st.
Z-1092,Crkva sv. Tri Kralja,Meljan,BEDNJA,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 18. st.
Z-1066,Pil Madone,Bednja,BEDNJA,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-3942,Pil Pieta,Beretinec,BERETINEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1830. god.
Z-1438,Crkva Blažene Djevice Marije (Miklova kapela),Križanče,CESTICA,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1872. god.
Z-1439,Crkva sv. Lovre,Mali Lovrečan,CESTICA,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-3940,Pil Tužnog Krista,Kolarovec,CESTICA,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-3941,Pil sa skulpturom Tužnog Krista,Dubrava Križovljanska,CESTICA,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1674. god.
Z-1077,Crkva sv. Martina i kurija župnog dvora,Donja Voća,DONJA VOĆA,Varaždinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-1076,Crkva sv. Tome,Donja Voća,DONJA VOĆA,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 18. st.
Z-1096,Crkva Blažene Djevice Marije,Radovan,IVANEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-1441,Crkva sv. Elizabete i kurija župnog dvora,Jalžabet,JALŽABET,Varaždinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,18. st. do 19. st.
Z-1237,Crkva sv. Jakova,Jakopovec,JALŽABET,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 19. st.
Z-1440,Crkva sv. Klementa,Kelemen,JALŽABET,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 18. st.
Z-1930,Pil sv. Florijana,Kelemen,JALŽABET,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-1932,Pil sv. Jakoba,Jakopovec,JALŽABET,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-1103,Crkva sv. Wolfganga i župna kuća,Vukovoj,KLENOVNIK,Varaždinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,16. st. do 19. st.
Z-1084,Kameni spomenik sv. Ivana Nepomuka,Klenovnik,KLENOVNIK,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1766. god.
Z-882,"Crkva Bezgrešnog začeća Blažene Djevice Marije, bivši pavlinski samostan i Gostinjac",Lepoglava,LEPOGLAVA,Varaždinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,17. st. do 18. st.
Z-1105,Crkva Majke Božje Sniježne (sv. Helene),Žarovnica,LEPOGLAVA,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-885,Crkva sv. Jurja,Lepoglava,LEPOGLAVA,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1749. god.
Z-1082,Crkva sv. Tome,Kamenica,LEPOGLAVA,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1867. god.
Z-1065,Crkva Srca Isusova,Apatija,LUDBREG,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,20. st.
Z-7111,Crkva sv. Antuna,Selnik,LUDBREG,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 19. st.
Z-4751,Crkva sv. Oca Nikolaja,Čukovec,LUDBREG,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-3437,Crkva Žalosne Gospe,Ludbreg,LUDBREG,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1765. god.
Z-1106,Crkva Blažene Djevice Marije,Županec,MALI BUKOVEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 18. st.
Z-1239,Crkva sv. Katarine,Mali Bukovec,MALI BUKOVEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1757. god. do 1758. god.
Z-3442,Pil sv. Florijana,Mali Bukovec,MALI BUKOVEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1800. god.
Z-1090,Crkva sv. Martina i župni dvor,Martijanec,MARTIJANEC,Varaždinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-1097,Crkva Blažene Djevice Marije i župni dvor,Remetinec,NOVI MAROF,Varaždinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,15. st. do 17. st.
Z-2617,Crkva sv. Katarine,Nova Ves Petrijanečka,PETRIJANEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-2278,Crkva sv. Petra i Pavla i kurija župnog dvora,Petrijanec,PETRIJANEC,Varaždinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,14. st. do 19. st.
Z-1937,Grobna kapela obitelji Bombelles,Zelendvor,PETRIJANEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st. do 19. st.
Z-1929,Pil s likom Trpećeg Isusa (Krista Premišljevača),Majerje,PETRIJANEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-1926,Pil s likom Trpećeg Isusa (Krista Premišljevača),Petrijanec,PETRIJANEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-1927,Pil sv. Florijana,Petrijanec,PETRIJANEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1832. god.
Z-1928,Pil sv. Jurja na konju,Petrijanec,PETRIJANEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1764. god.
Z-2276,Poklonac Kraljice Marije s Isusom,Družbinec,PETRIJANEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1867. god.
Z-1938,Crkva sv. Benedikta,Svibovec Podravski,SRAČINEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st.
Z-3938,Crkva sv. Ilije i kurija župnog dvora,Sveti Ilija,SVETI ILIJA,Varaždinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1912. god. do 1914. god.
Z-1575,Crkva sv. Bartola i župni dvor,Bartolovec,TRNOVEC BARTOLOVEČKI,Varaždinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,13. st. do 20. st.
N-19,Crkva Uznesenja Blažene Djevice Marije,Varaždin,VARAŽDIN,Varaždinska,sakralna graditeljska baština,kulturno dobro od nacionalnog značenja,1642. god. do 1656. god.
Z-888,Crkva Uznesenja Blažene Djevice Marije,Varaždin,VARAŽDIN,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1642. god. do 1656. god.
Z-2266,Crkva Uznesenja Blažene Djevice Marije i kurija župnog dvora,Varaždin,VARAŽDIN,Varaždinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,13. st. do 17. st.
Z-2945,Crkva sv. Georgija,Varaždin,VARAŽDIN,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1884. god.
Z-2269,Crkva sv. Trojstva i kapucinski samostan,Varaždin,VARAŽDIN,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1701. god. do 1705. god.
Z-2275,Crkva sv.Ivana Krstitelja i franjevački samostan,Varaždin,VARAŽDIN,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-2613,Kameni spomenik sa skulpturom Immaculatae,Varaždin,VARAŽDIN,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1728. god.
Z-2272,Kameni spomenik sv. Ivana Nepomuka,Varaždin,VARAŽDIN,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1767. god.
Z-2612,Kameni spomenik sv. Trojstva (Prijestolje milosti),Varaždin,VARAŽDIN,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1682. god.
Z-3944,Pavlinski samostan,Varaždin,VARAŽDIN,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-3464,Skulptura Grgura Ninskog,Varaždin,VARAŽDIN,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,20. st.
Z-1101,Pil sv. Ivana Nepomuka,Veliki Bukovec,VELIKI BUKOVEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,1767. god.
Z-1931,Pil s likom Trpećeg Isusa (Krista Premišljevača),Vidovec,VIDOVEC,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-4548,Crkva sv. Marka i kurija župnog dvora,Marčan,VINICA,Varaždinska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,13. st. do 19. st.
Z-1936,Pil sv. Benedikta,Vinica,VINICA,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-1935,Zdenac s kipom sv. Ivana Nepomuka,Vinica,VINICA,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-7384,Crkva sv. Marije Magdalene,Vinično,VISOKO,Varaždinska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 19. st.
Z-368,Crkva sv. Lovre,Crkvari,ORAHOVICA,Virovitičko-podravska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st.
Z-2195,Crkva sv. Trojstva,Turnašica,PITOMAČA,Virovitičko-podravska,sakralna graditeljska baština,zaštićeno kulturno dobro,1334. god.
Z-371,Crkva sv. Trojice,Gornji Miholjac,SLATINA,Virovitičko-podravska,sakralna graditeljska baština,zaštićeno kulturno dobro,1793. god.
Z-383,Samostan i samostanska crkva sv. Roka,Virovitica,VIROVITICA,Virovitičko-podravska,sakralna graditeljska baština,zaštićeno kulturno dobro,1740. god. do 1752. god.
Z-385,Crkva Blažene Djevice Marije,Voćin,VOĆIN,Virovitičko-podravska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st.
Z-372,Crkva sv. Georgija,Lisičine,VOĆIN,Virovitičko-podravska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-1163,"Ruševine Opatije Poljana ""Rokovačka zidina""",Rokovci,ANDRIJAŠEVCI,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1415. god.
Z-1143,Crkva sv. Mihovila,Cerna,CERNA,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 18. st.
Z-1145,Crkva sv. Mihaela,Drenovci,DRENOVCI,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1797. god.
Z-1147,Turski mauzolej - Turbe,Ilok,ILOK,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1526. god. do 1688. god.
Z-7386,Poklonac Blažene Djevice Marije od krunice (Sv. Rožarije),Prkovci,IVANKOVO,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1910. god. do 1910. god.
Z-1160,Crkva sv. Velikomučenika Georgija,Opatovac,LOVAS,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1802. god.
Z-1155,Crkva sv. Duha,Markušica,MARKUŠICA,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1810. god.
Z-5174,Crkva sv. Georgija,Marinci,NUŠTAR,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1758. god.
Z-1144,Crkva Vavedenja Bogorodice,Čakovci,TOMPOJEVCI,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1762. god.
Z-1170,Crkva sv. Bartola i Mateja,Tovarnik,TOVARNIK,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1804. god.
Z-6701,Crkva sv. Velikomučenika Georgija,Tovarnik,TOVARNIK,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1797. god. do 1799. god.
Z-4423,Kip sv. Trojstva,Vinkovci,VINKOVCI,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-4427,Župni dvor,Vinkovci,VINKOVCI,Vukovarsko-srijemska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,18. st. do 19. st.
ROS-0708-1988.,Crkva sv. Petke,Vukovar,VUKOVAR,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1808. god. do 1811. god.
Z-1183,Franjevački samostan i crkva sv. Filipa i Jakova,Vukovar,VUKOVAR,Vukovarsko-srijemska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1723. st. do 1736. st.
Z-1184,Mauzolej obitelji Eltz (Kapela Uzašašća Kristova),Vukovar,VUKOVAR,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1907. god. do 1909. god.
Z-1185,Saborni hram sv. Oca Nikolaja,Vukovar,VUKOVAR,Vukovarsko-srijemska,sakralna graditeljska baština,zaštićeno kulturno dobro,1737. god.
Z-7327,Crkva Uznesenja BDM,Perušić Benkovački,BENKOVAC,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 18. st.
RST-1065,Crkva sv. Jeronima,Korlat,BENKOVAC,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,
N-8,Crkva sv. Nikole,Kula Atlagić,BENKOVAC,Zadarska,sakralna graditeljska baština,kulturno dobro od nacionalnog značenja,1446. god.
Z-1221,Crkva sv. Nikole,Kula Atlagić,BENKOVAC,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,1446. god.
Z-1222,Crkva sv. Petra,Kula Atlagić,BENKOVAC,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,11. st.
Z-1213,Crkva sv. Đurđa i okolno groblje,Gornje Biljane,BENKOVAC,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 18. st.
N-27,Kaštel Benković i crkva sv. Ante,Benkovac,BENKOVAC,Zadarska,sakralno-profana graditeljska baština,kulturno dobro od nacionalnog značenja,
Z-1212,Kaštel Benković i crkva sv. Ante,Benkovac,BENKOVAC,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,15. st. do 18. st.
Z-4197,Mauzolej obitelji Meštrović,Benkovac,BENKOVAC,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,1905. god.
Z-6004,Crkva Rođenja Presvete Bogorodice,Mazin,GRAČAC,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,1775. god. do 1872. god.
Z-6024,Crkva sv. Proroka Ilije,Velika Popina,GRAČAC,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,1876. god.
Z-6350,Pravoslavna Crkva sv. Paraskeve (sv. Petke),Pribudić,GRAČAC,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st. do 20. st.
Z-841,Crkva sv. Vida,Kolan,KOLAN,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st.
Z-1570,Crkva Gospe od Sniga,Kukljica,KUKLJICA,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 18. st.
Z-2382,Crkva sv. Jeronima,Kukljica,KUKLJICA,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st.
N-35,Crkva sv. Asela (Anselma),Nin,NIN,Zadarska,sakralna graditeljska baština,kulturno dobro od nacionalnog značenja,5. st. do 18. st.
Z-1196,Crkva sv. Asela (Anselma),Nin,NIN,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,5. st. do 18. st.
Z-1195,Crkva sv. Križa i okolno područje s prapovijesnim i antičkim nalazima,Nin,NIN,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,10 st.p.n.e. do 9. st.
Z-1200,Crkva sv. Martina,Pridraga,NOVIGRAD,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,6. st.
Z-1220,Manastir i crkva Uspenja Bogorodice,Krupa,OBROVAC,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,14. st. do 17. st.
Z-3430,Ostaci crkve sv. Jurja na groblju,Kruševo,OBROVAC,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,5. st. do 18. st.
Z-1215,Samostan i crkva Bezgrešnog začeća Marijina (Gospe od Anđela),Gornji Karin,OBROVAC,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,15. st. do 18. st.
Z-844,Benediktinski samostan i crkva sv. Margarete,Pag,PAG,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,15. st. do 16. st.
Z-163,Crkva Marijina Uznesenja u Starom Pagu,Pag,PAG,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,11. st. do 16. st.
Z-1231,Crkva sv. Andrije,Vrgada,PAKOŠTANE,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,9. st.
N-28,Samostan sv. Duje,Kraj,PAŠMAN,Zadarska,sakralno-profana graditeljska baština,kulturno dobro od nacionalnog značenja,13. st. do 16. st.
Z-1219,Samostan sv. Duje,Kraj,PAŠMAN,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,13. st. do 16. st.
Z-1331,Crkva sv. Duha,Posedarje,POSEDARJE,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st.
Z-1201,Crkva sv. Marije,Posedarje,POSEDARJE,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 18. st.
Z-4254,Crkva sv. Hipolita i Kasijana,Ugljan,PREKO,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-1333,Samostan i crkva sv. Jeronima,Ugljan,PREKO,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,
Z-1565,Samostan sv. Pavla,Preko,PREKO,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,15. st. do 16. st.
Z-2383,Crkva i samostan sv. Mihovila,Zaglav,SALI,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1458. god.
Z-6277,Crkva sv. Marije Magdalene (Mandaline) u zaseoku Sv. Marija Magdalena (Mandalina),Tribanj,STARIGRAD,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 19. st.
Z-1206,Crkva Gospe od Milosrđa,Sukošan,SUKOŠAN,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,1650. god.
Z-2806,Crkva Uznesenja Blažene Djevice Marije na groblju,Turanj,SVETI FILIP I JAKOV,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,9. st. do 15. st.
Z-1228,Crkva sv. Roka (sv. Mihovil),Sveti Filip i Jakov,SVETI FILIP I JAKOV,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,11. st. do 14. st.
Z-3207,Stara župna crkva sv. Mihovila,Sveti Filip i Jakov,SVETI FILIP I JAKOV,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 19. st.
Z-6444,Crkva Gospe Žalosne,Tkon,TKON,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-6475,Crkva sv. Antuna Opata,Tkon,TKON,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,1672. god.
Z-1229,Samostan sv. Kuzme i Damjana,Tkon,TKON,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,12. st. do 14. st.
Z-763,Crkva Gospe od Kaštela (Gospe od Zdravlja),Zadar,ZADAR,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 18. st.
Z-4257,Crkva Rođenje Blažene Djevice Marije (sv. Jakov),Premuda,ZADAR,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,1610. god.
Z-2627,Crkva Uznesenja Blažene Djevice Marije (Gospa Maslinska),Zadar,ZADAR,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 18. st.
Z-1194,Crkva Uznesenja Blažene Djevice Marije i groblje,Zadar,ZADAR,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 19. st.
Z-739,Crkva sv. Andrije i sv. Petra Starog,Zadar,ZADAR,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,5. st. do 9. st.
Z-4255,"Crkva sv. Ciriaka (Kiriak, Krial, Kriaka)",Premuda,ZADAR,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 17. st.
Z-742,Crkva sv. Frane i samostan franjevaca,Zadar,ZADAR,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,13. st. do 16. st.
Z-762,Crkva sv. Ilije i zgrada uz nju,Zadar,ZADAR,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-1338,Crkva sv. Ivana Krstitelja,Zadar,ZADAR,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,5. st. do 20. st.
Z-741,Crkva sv. Marije i samostan benediktinki,Zadar,ZADAR,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,11. st. do 18. st.
Z-1189,Crkva sv. Petra,Zadar,ZADAR,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 15. st.
Z-760,Crkva sv. Šimuna,Zadar,ZADAR,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,5. st. do 18. st.
Z-759,Episkopalni kompleks,Zadar,ZADAR,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,5. st. do 19. st.
Z-754,Kompleks ženskog odgajališta sv. Dimitrija,Zadar,ZADAR,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,20. st.
Z-1337,Ostaci samostana sv. Nikole sa crkvom i zvonikom,Zadar,ZADAR,Zadarska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,12. st. do 18. st.
Z-1332,Crkva sv. Marije na Ambaru,Škabrnja,ŠKABRNJA,Zadarska,sakralna graditeljska baština,zaštićeno kulturno dobro,9. god. do 17. god.
Z-3526,Kompleks crkve sv. Nikole,Poljanica Bistranska,BISTRA,Zagrebačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,17. st. do 20. st.
Z-3836,Kapela Pohođenja Marijinog,Brckovljani,BRCKOVLJANI,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1864. god.
Z-2302,Crkva sv. Margarete,Dubrava,DUBRAVA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 18. st.
Z-5943,Kapela Majke Božje Lušačke na groblju,Rozga,DUBRAVICA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 19. st.
